id,character,jis,joyo,kanken,primary_school
7063,簁,3,0,0,0
7064,簞,3,0,0,0
7065,簠,3,0,0,0
7066,簱,3,0,0,0
7067,簳,3,0,0,0
7068,簶,3,0,0,0
7069,籙,3,0,0,0
7070,籭,3,0,0,0
7071,籹,3,0,0,0
7072,粏,3,0,0,0
7073,粔,3,0,0,0
7074,粠,3,0,0,0
7075,粼,3,0,0,0
7076,糕,3,0,0,0
7077,糙,3,0,0,0
7078,糝,3,0,0,0
7079,紇,3,0,0,0
7080,紈,3,0,0,0
7081,紓,3,0,0,0
7082,紝,3,0,0,0
7083,紣,3,0,0,0
7084,紱,3,0,0,0
7085,絁,3,0,0,0
7086,絈,3,0,0,0
7087,絓,3,0,0,0
7088,絜,3,0,0,0
7089,絺,3,0,0,0
7090,綃,3,0,0,0
7091,綋,3,0,0,0
7092,綠,3,0,0,0
7093,綦,3,0,0,0
7094,緂,3,0,0,0
7095,緌,3,0,0,0
7096,緖,3,0,0,0
7097,緣,3,0,0,0
7098,縈,3,0,0,0
7099,縑,3,0,0,0
7100,縕,3,0,0,0
7101,縨,3,0,0,0
7102,繇,3,0,0,0
7103,繒,3,0,0,0
7104,繡,3,0,0,0
7105,繫,3,0,0,0
7106,纊,3,0,0,0
7107,纍,3,0,0,0
7108,罇,3,0,0,0
7109,羑,3,0,0,0
7110,羗,3,0,0,0
7111,羿,3,0,0,0
7112,翎,3,0,0,0
7113,翛,3,0,0,0
7114,翟,3,0,0,0
7115,翬,3,0,0,0
7116,翮,3,0,0,0
7117,翺,3,0,0,0
7118,耔,3,0,0,0
7119,耦,3,0,0,0
7120,耵,3,0,0,0
7121,耷,3,0,0,0
7122,耼,3,0,0,0
7123,胊,3,0,0,0
7124,胗,3,0,0,0
7125,胠,3,0,0,0
7126,胳,3,0,0,0
7127,脘,3,0,0,0
7128,腊,3,0,0,0
7129,腠,3,0,0,0
7130,腧,3,0,0,0
7131,腨,3,0,0,0
7132,腭,3,0,0,0
7133,膻,3,0,0,0
7134,臊,3,0,0,0
7135,臏,3,0,0,0
7136,臗,3,0,0,0
7137,艠,3,0,0,0
7138,艴,3,0,0,0
7139,芎,3,0,0,0
7140,芡,3,0,0,0
7141,芣,3,0,0,0
7142,芤,3,0,0,0
7143,芩,3,0,0,0
7144,芮,3,0,0,0
7145,芷,3,0,0,0
7146,芾,3,0,0,0
7147,芿,3,0,0,0
7148,苆,3,0,0,0
7149,苕,3,0,0,0
7150,苽,3,0,0,0
7151,苾,3,0,0,0
7152,茀,3,0,0,0
7153,茁,3,0,0,0
7154,茢,3,0,0,0
7155,茭,3,0,0,0
7156,茺,3,0,0,0
7157,荃,3,0,0,0
7158,荇,3,0,0,0
7159,荑,3,0,0,0
7160,荕,3,0,0,0
7161,荢,3,0,0,0
7162,荽,3,0,0,0
7163,莆,3,0,0,0
7164,莒,3,0,0,0
7165,莘,3,0,0,0
7166,莧,3,0,0,0
7167,莩,3,0,0,0
7168,莿,3,0,0,0
7169,菀,3,0,0,0
7170,菇,3,0,0,0
7171,菏,3,0,0,0
7172,菑,3,0,0,0
7173,菡,3,0,0,0
7174,菪,3,0,0,0
7175,萁,3,0,0,0
7176,萆,3,0,0,0
7177,萊,3,0,0,0
7178,葈,3,0,0,0
7179,葟,3,0,0,0
7180,葰,3,0,0,0
7181,葳,3,0,0,0
7182,蒅,3,0,0,0
7183,蒞,3,0,0,0
7184,蒯,3,0,0,0
7185,蒴,3,0,0,0
7186,蒺,3,0,0,0
7187,蓀,3,0,0,0
7188,蓂,3,0,0,0
7189,蔞,3,0,0,0
7190,蔣,3,0,0,0
7191,蔯,3,0,0,0
7192,蔲,3,0,0,0
7193,蕙,3,0,0,0
7194,蕤,3,0,0,0
7195,蕺,3,0,0,0
7196,薌,3,0,0,0
7197,薏,3,0,0,0
7198,薢,3,0,0,0
7199,薭,3,0,0,0
7200,薰,3,0,0,0
7201,藋,3,0,0,0
7202,藎,3,0,0,0
7203,藭,3,0,0,0
7204,藿,3,0,0,0
7205,蘄,3,0,0,0
7206,蘅,3,0,0,0
7207,蘐,3,0,0,0
7208,蘒,3,0,0,0
7209,蘘,3,0,0,0
7210,蘩,3,0,0,0
7211,蘸,3,0,0,0
7212,虁,3,0,0,0
7213,虗,3,0,0,0
7214,虛,3,0,0,0
7215,虢,3,0,0,0
7216,虬,3,0,0,0
7217,虵,3,0,0,0
7218,蚘,3,0,0,0
7219,蚸,3,0,0,0
7220,蛺,3,0,0,0
7221,蛼,3,0,0,0
7222,蛽,3,0,0,0
7223,蜋,3,0,0,0
7224,蝱,3,0,0,0
7225,螇,3,0,0,0
7226,螈,3,0,0,0
7227,螬,3,0,0,0
7228,螭,3,0,0,0
7229,螵,3,0,0,0
7230,蟖,3,0,0,0
7231,蟬,3,0,0,0
7232,蠆,3,0,0,0
7233,蠊,3,0,0,0
7234,蠐,3,0,0,0
7235,蠔,3,0,0,0
7236,蠟,3,0,0,0
7237,袘,3,0,0,0
7238,袪,3,0,0,0
7239,裊,3,0,0,0
7240,裎,3,0,0,0
7241,裵,3,0,0,0
7242,褘,3,0,0,0
7243,褙,3,0,0,0
7244,褚,3,0,0,0
7245,褜,3,0,0,0
7246,褧,3,0,0,0
7247,褰,3,0,0,0
7248,褲,3,0,0,0
7249,褹,3,0,0,0
7250,襀,3,0,0,0
7251,覔,3,0,0,0
7252,觔,3,0,0,0
7253,觥,3,0,0,0
7254,觶,3,0,0,0
7255,訒,3,0,0,0
7256,訕,3,0,0,0
7257,訢,3,0,0,0
7258,訷,3,0,0,0
7259,詇,3,0,0,0
7260,詎,3,0,0,0
7261,詝,3,0,0,0
7262,詡,3,0,0,0
7263,詵,3,0,0,0
7264,詹,3,0,0,0
7265,誧,3,0,0,0
7266,諐,3,0,0,0
7267,諟,3,0,0,0
7268,諴,3,0,0,0
7269,諶,3,0,0,0
7270,譆,3,0,0,0
7271,譔,3,0,0,0
7272,譙,3,0,0,0
7273,譩,3,0,0,0
7274,讝,3,0,0,0
7275,豉,3,0,0,0
7276,豨,3,0,0,0
7277,賡,3,0,0,0
7278,賴,3,0,0,0
7279,賸,3,0,0,0
7280,賾,3,0,0,0
7281,贒,3,0,0,0
7282,贛,3,0,0,0
7283,趯,3,0,0,0
7284,跎,3,0,0,0
7285,跑,3,0,0,0
7286,跗,3,0,0,0
7287,踠,3,0,0,0
7288,踣,3,0,0,0
7289,踽,3,0,0,0
7290,蹰,3,0,0,0
7291,蹻,3,0,0,0
7292,軀,3,0,0,0
7293,軺,3,0,0,0
7294,輞,3,0,0,0
7295,輭,3,0,0,0
7296,輶,3,0,0,0
7297,轔,3,0,0,0
7298,辦,3,0,0,0
7299,辵,3,0,0,0
7300,迤,3,0,0,0
7301,迨,3,0,0,0
7302,迮,3,0,0,0
7303,逈,3,0,0,0
7304,逭,3,0,0,0
7305,邈,3,0,0,0
7306,邕,3,0,0,0
7307,邗,3,0,0,0
7308,邙,3,0,0,0
7309,邛,3,0,0,0
7310,邢,3,0,0,0
7311,邳,3,0,0,0
7312,邾,3,0,0,0
7313,郄,3,0,0,0
7314,郅,3,0,0,0
7315,郇,3,0,0,0
7316,郗,3,0,0,0
7317,郝,3,0,0,0
7318,郞,3,0,0,0
7319,郯,3,0,0,0
7320,郴,3,0,0,0
7321,鄔,3,0,0,0
7322,鄕,3,0,0,0
7323,鄖,3,0,0,0
7324,鄢,3,0,0,0
7325,鄣,3,0,0,0
7326,鄧,3,0,0,0
7327,鄯,3,0,0,0
7328,鄱,3,0,0,0
7329,鄴,3,0,0,0
7330,鄽,3,0,0,0
7331,酈,3,0,0,0
7332,酛,3,0,0,0
7333,醃,3,0,0,0
7334,醞,3,0,0,0
7335,醬,3,0,0,0
7336,醱,3,0,0,0
7337,醼,3,0,0,0
7338,釗,3,0,0,0
7339,釤,3,0,0,0
7340,釥,3,0,0,0
7341,釭,3,0,0,0
7342,釱,3,0,0,0
7343,釻,3,0,0,0
7344,鈇,3,0,0,0
7345,鈐,3,0,0,0
7346,鈸,3,0,0,0
7347,鈹,3,0,0,0
7348,鈺,3,0,0,0
7349,鈼,3,0,0,0
7350,鉀,3,0,0,0
7351,鉃,3,0,0,0
7352,鉏,3,0,0,0
7353,鉸,3,0,0,0
7354,銈,3,0,0,0
7355,鋂,3,0,0,0
7356,鋋,3,0,0,0
7357,鋌,3,0,0,0
7358,鋓,3,0,0,0
7359,鋠,3,0,0,0
7360,鋿,3,0,0,0
7361,錄,3,0,0,0
7362,錟,3,0,0,0
7363,錡,3,0,0,0
7364,錥,3,0,0,0
7365,鍈,3,0,0,0
7366,鍉,3,0,0,0
7367,鍊,3,0,0,0
7368,鍤,3,0,0,0
7369,鍥,3,0,0,0
7370,鍪,3,0,0,0
7371,鍰,3,0,0,0
7372,鎛,3,0,0,0
7373,鎣,3,0,0,0
7374,鎺,3,0,0,0
7375,鏆,3,0,0,0
7376,鏞,3,0,0,0
7377,鏟,3,0,0,0
7378,鏽,3,0,0,0
7379,鐄,3,0,0,0
7380,鐳,3,0,0,0
7381,鑊,3,0,0,0
7382,鑣,3,0,0,0
7383,鑫,3,0,0,0
7384,鑱,3,0,0,0
7385,鑲,3,0,0,0
7386,閎,3,0,0,0
7387,閟,3,0,0,0
7388,閦,3,0,0,0
7389,閩,3,0,0,0
7390,閬,3,0,0,0
7391,閶,3,0,0,0
7392,閽,3,0,0,0
7393,闋,3,0,0,0
7394,闐,3,0,0,0
7395,闓,3,0,0,0
7396,闚,3,0,0,0
7397,闞,3,0,0,0
7398,陘,3,0,0,0
7399,隄,3,0,0,0
7400,隝,3,0,0,0
7401,隤,3,0,0,0
7402,隥,3,0,0,0
7403,雒,3,0,0,0
7404,雞,3,0,0,0
7405,雩,3,0,0,0
7406,雯,3,0,0,0
7407,霳,3,0,0,0
7408,霻,3,0,0,0
7409,靍,3,0,0,0
7410,靎,3,0,0,0
7411,靏,3,0,0,0
7412,靚,3,0,0,0
7413,靮,3,0,0,0
7414,靳,3,0,0,0
7415,鞕,3,0,0,0
7416,鞮,3,0,0,0
7417,鞺,3,0,0,0
7418,韁,3,0,0,0
7419,韉,3,0,0,0
7420,韛,3,0,0,0
7421,韞,3,0,0,0
7422,韴,3,0,0,0
7423,頊,3,0,0,0
7424,頞,3,0,0,0
7425,頫,3,0,0,0
7426,頰,3,0,0,0
7427,顒,3,0,0,0
7428,顓,3,0,0,0
7429,顖,3,0,0,0
7430,顗,3,0,0,0
7431,顙,3,0,0,0
7432,顚,3,0,0,0
7433,顥,3,0,0,0
7434,顬,3,0,0,0
7435,颺,3,0,0,0
7436,飈,3,0,0,0
7437,飧,3,0,0,0
7438,饘,3,0,0,0
7439,馞,3,0,0,0
7440,騂,3,0,0,0
7441,騃,3,0,0,0
7442,騤,3,0,0,0
7443,騭,3,0,0,0
7444,騮,3,0,0,0
7445,騸,3,0,0,0
7446,驊,3,0,0,0
7447,驎,3,0,0,0
7448,驒,3,0,0,0
7449,骶,3,0,0,0
7450,髁,3,0,0,0
7451,髃,3,0,0,0
7452,髎,3,0,0,0
7453,髖,3,0,0,0
7454,髹,3,0,0,0
7455,鬂,3,0,0,0
7456,鬈,3,0,0,0
7457,鬠,3,0,0,0
7458,鬭,3,0,0,0
7459,魞,3,0,0,0
7460,魦,3,0,0,0
7461,魲,3,0,0,0
7462,魵,3,0,0,0
7463,魹,3,0,0,0
7464,鮄,3,0,0,0
7465,鮊,3,0,0,0
7466,鮏,3,0,0,0
7467,鮞,3,0,0,0
7468,鮧,3,0,0,0
7469,鯁,3,0,0,0
7470,鯎,3,0,0,0
7471,鯥,3,0,0,0
7472,鯸,3,0,0,0
7473,鯽,3,0,0,0
7474,鰀,3,0,0,0
7475,鰣,3,0,0,0
7476,鱁,3,0,0,0
7477,鱏,3,0,0,0
7478,鱐,3,0,0,0
7479,鱓,3,0,0,0
7480,鱣,3,0,0,0
7481,鱥,3,0,0,0
7482,鱷,3,0,0,0
7483,鴝,3,0,0,0
7484,鴞,3,0,0,0
7485,鵃,3,0,0,0
7486,鵇,3,0,0,0
7487,鵒,3,0,0,0
7488,鵣,3,0,0,0
7489,鵰,3,0,0,0
7490,鵼,3,0,0,0
7491,鶊,3,0,0,0
7492,鶖,3,0,0,0
7493,鶬,3,0,0,0
7494,鶼,3,0,0,0
7495,鷀,3,0,0,0
7496,鷗,3,0,0,0
7497,鷧,3,0,0,0
7498,鸇,3,0,0,0
7499,鸕,3,0,0,0
7500,鹼,3,0,0,0
7501,麞,3,0,0,0
7502,麤,3,0,0,0
7503,麬,3,0,0,0
7504,麯,3,0,0,0
7505,麴,3,0,0,0
7506,麵,3,0,0,0
7507,黃,3,0,0,0
7508,黑,3,0,0,0
7509,鼐,3,0,0,0
7510,鼹,3,0,0,0
7511,齗,3,0,0,0
7512,龐,3,0,0,0
7513,龔,3,0,0,0
7514,龗,3,0,0,0
7515,龢,3,0,0,0
7516,欄,3,0,0,0
7517,廊,3,0,0,0
7518,朗,3,0,0,0
7519,虜,3,0,0,0
7520,殺,3,0,0,0
7521,類,3,0,0,0
7522,隆,3,0,0,0
7523,﨏,3,0,0,0
7524,塚,3,0,0,0
7525,﨑,3,0,0,0
7526,﨔,3,0,0,0
7527,凞,3,0,0,0
7528,猪,3,0,0,0
7529,神,3,0,0,0
7530,祥,3,0,0,0
7531,福,3,0,0,0
7532,﨟,3,0,0,0
7533,諸,3,0,0,0
7534,都,3,0,0,0
7535,侮,3,0,0,0
7536,僧,3,0,0,0
7537,免,3,0,0,0
7538,勉,3,0,0,0
7539,勤,3,0,0,0
7540,卑,3,0,0,0
7541,喝,3,0,0,0
7542,嘆,3,0,0,0
7543,器,3,0,0,0
7544,塀,3,0,0,0
7545,墨,3,0,0,0
7546,層,3,0,0,0
7547,屮,3,0,0,0
7548,悔,3,0,0,0
7549,慨,3,0,0,0
7550,憎,3,0,0,0
7551,懲,3,0,0,0
7552,敏,3,0,0,0
7553,既,3,0,0,0
7554,暑,3,0,0,0
7555,梅,3,0,0,0
7556,海,3,0,0,0
7557,渚,3,0,0,0
7558,漢,3,0,0,0
7559,煮,3,0,0,0
7560,琢,3,0,0,0
7561,碑,3,0,0,0
7562,社,3,0,0,0
7563,祉,3,0,0,0
7564,祈,3,0,0,0
7565,祐,3,0,0,0
7566,祖,3,0,0,0
7567,祝,3,0,0,0
7568,禍,3,0,0,0
7569,禎,3,0,0,0
7570,穀,3,0,0,0
7571,突,3,0,0,0
7572,節,3,0,0,0
7573,練,3,0,0,0
7574,繁,3,0,0,0
7575,署,3,0,0,0
7576,者,3,0,0,0
7577,臭,3,0,0,0
7578,著,3,0,0,0
7579,褐,3,0,0,0
7580,視,3,0,0,0
7581,謁,3,0,0,0
7582,謹,3,0,0,0
7583,賓,3,0,0,0
7584,贈,3,0,0,0
7585,逸,3,0,0,0
7586,難,3,0,0,0
7587,響,3,0,0,0
7588,頻,3,0,0,0
7589,𠀋,3,0,0,0
7590,𠮟,3,0,0,0
7591,𡈽,3,0,0,0
7592,𡌛,3,0,0,0
7593,𡑮,3,0,0,0
7594,𡚴,3,0,0,0
7595,𡢽,3,0,0,0
7596,𡸴,3,0,0,0
7597,𣇄,3,0,0,0
7598,𣗄,3,0,0,0
7599,𣜿,3,0,0,0
7600,𣝣,3,0,0,0
7601,𣳾,3,0,0,0
7602,𤟱,3,0,0,0
7603,𥒎,3,0,0,0
7604,𥔎,3,0,0,0
7605,𥝱,3,0,0,0
7606,𥧄,3,0,0,0
7607,𥶡,3,0,0,0
7608,𦫿,3,0,0,0
7609,𦹀,3,0,0,0
7610,𧃴,3,0,0,0
7611,𧚄,3,0,0,0
7612,𨉷,3,0,0,0
7613,𨏍,3,0,0,0
7614,𪆐,3,0,0,0
7615,㐆,4,0,0,0
7616,㐬,4,0,0,0
7617,㐮,4,0,0,0
7618,㑨,4,0,0,0
7619,㑪,4,0,0,0
7620,㒒,4,0,0,0
7621,㒼,4,0,0,0
7622,㓁,4,0,0,0
7623,㓇,4,0,0,0
7624,㔟,4,0,0,0
7625,㕝,4,0,0,0
7626,㕞,4,0,0,0
7627,㕣,4,0,0,0
7628,㕮,4,0,0,0
7629,㖦,4,0,0,0
7630,㖨,4,0,0,0
7631,㗅,4,0,0,0
7632,㗚,4,0,0,0
7633,㗴,4,0,0,0
7634,㘅,4,0,0,0
7635,㙊,4,0,0,0
7636,㚑,4,0,0,0
7637,㚖,4,0,0,0
7638,㚙,4,0,0,0
7639,㛏,4,0,0,0
7640,㝡,4,0,0,0
7641,㝢,4,0,0,0
7642,㝫,4,0,0,0
7643,㝬,4,0,0,0
7644,㝵,4,0,0,0
7645,㟁,4,0,0,0
7646,㟨,4,0,0,0
7647,㟴,4,0,0,0
7648,㟽,4,0,0,0
7649,㠀,4,0,0,0
7650,㠯,4,0,0,0
7651,㠶,4,0,0,0
7652,㡀,4,0,0,0
7653,㡜,4,0,0,0
7654,㡡,4,0,0,0
7655,㣺,4,0,0,0
7656,㤗,4,0,0,0
7657,㤚,4,0,0,0
7658,㥯,4,0,0,0
7659,㩮,4,0,0,0
7660,㩳,4,0,0,0
7661,㫖,4,0,0,0
7662,㫗,4,0,0,0
7663,㫪,4,0,0,0
7664,㬎,4,0,0,0
7665,㬚,4,0,0,0
7666,㬜,4,0,0,0
7667,㭭,4,0,0,0
7668,㭷,4,0,0,0
7669,㮇,4,0,0,0
7670,㮈,4,0,0,0
7671,㮍,4,0,0,0
7672,㮤,4,0,0,0
7673,㯍,4,0,0,0
7674,㯰,4,0,0,0
7675,㰦,4,0,0,0
7676,㳃,4,0,0,0
7677,㳒,4,0,0,0
7678,㴑,4,0,0,0
7679,㴞,4,0,0,0
7680,㵤,4,0,0,0
7681,㶚,4,0,0,0
7682,㷀,4,0,0,0
7683,㷔,4,0,0,0
7684,㸅,4,0,0,0
7685,㹠,4,0,0,0
7686,㹦,4,0,0,0
7687,㹨,4,0,0,0
7688,㺃,4,0,0,0
7689,㺔,4,0,0,0
7690,㽗,4,0,0,0
7691,㽵,4,0,0,0
7692,㽷,4,0,0,0
7693,㾮,4,0,0,0
7694,㿉,4,0,0,0
7695,㿗,4,0,0,0
7696,䀹,4,0,0,0
7697,䁘,4,0,0,0
7698,䂓,4,0,0,0
7699,䄅,4,0,0,0
7700,䅈,4,0,0,0
7701,䅏,4,0,0,0
7702,䅣,4,0,0,0
7703,䆴,4,0,0,0
7704,䆿,4,0,0,0
7705,䇦,4,0,0,0
7706,䇮,4,0,0,0
7707,䇳,4,0,0,0
7708,䈇,4,0,0,0
7709,䈎,4,0,0,0
7710,䋆,4,0,0,0
7711,䋖,4,0,0,0
7712,䋝,4,0,0,0
7713,䌂,4,0,0,0
7714,䌫,4,0,0,0
7715,䍃,4,0,0,0
7716,䏮,4,0,0,0
7717,䏰,4,0,0,0
7718,䐈,4,0,0,0
7719,䐗,4,0,0,0
7720,䐜,4,0,0,0
7721,䐢,4,0,0,0
7722,䑶,4,0,0,0
7723,䑺,4,0,0,0
7724,䒑,4,0,0,0
7725,䒳,4,0,0,0
7726,䒾,4,0,0,0
7727,䓔,4,0,0,0
7728,䔈,4,0,0,0
7729,䔍,4,0,0,0
7730,䔥,4,0,0,0
7731,䕃,4,0,0,0
7732,䖸,4,0,0,0
7733,䗥,4,0,0,0
7734,䘏,4,0,0,0
7735,䙁,4,0,0,0
7736,䙥,4,0,0,0
7737,䚡,4,0,0,0
7738,䚯,4,0,0,0
7739,䜌,4,0,0,0
7740,䝤,4,0,0,0
7741,䟽,4,0,0,0
7742,䠖,4,0,0,0
7743,䡎,4,0,0,0
7744,䢵,4,0,0,0
7745,䧧,4,0,0,0
7746,䧺,4,0,0,0
7747,䨄,4,0,0,0
7748,䨩,4,0,0,0
7749,䪼,4,0,0,0
7750,䬻,4,0,0,0
7751,䯂,4,0,0,0
7752,䯊,4,0,0,0
7753,䯒,4,0,0,0
7754,䯨,4,0,0,0
7755,䰠,4,0,0,0
7756,䳄,4,0,0,0
7757,䳑,4,0,0,0
7758,䴇,4,0,0,0
7759,䵷,4,0,0,0
7760,丂,4,0,0,0
7761,丏,4,0,0,0
7762,丒,4,0,0,0
7763,丩,4,0,0,0
7764,丫,4,0,0,0
7765,丬,4,0,0,0
7766,丮,4,0,0,0
7767,乀,4,0,0,0
7768,乇,4,0,0,0
7769,么,4,0,0,0
7770,乑,4,0,0,0
7771,乚,4,0,0,0
7772,乩,4,0,0,0
7773,亝,4,0,0,0
7774,亹,4,0,0,0
7775,亻,4,0,0,0
7776,亼,4,0,0,0
7777,仃,4,0,0,0
7778,仈,4,0,0,0
7779,仐,4,0,0,0
7780,仚,4,0,0,0
7781,仫,4,0,0,0
7782,仱,4,0,0,0
7783,仵,4,0,0,0
7784,伀,4,0,0,0
7785,伖,4,0,0,0
7786,伷,4,0,0,0
7787,伾,4,0,0,0
7788,佔,4,0,0,0
7789,佘,4,0,0,0
7790,佤,4,0,0,0
7791,佷,4,0,0,0
7792,佸,4,0,0,0
7793,佺,4,0,0,0
7794,佽,4,0,0,0
7795,侂,4,0,0,0
7796,侅,4,0,0,0
7797,侒,4,0,0,0
7798,侚,4,0,0,0
7799,侲,4,0,0,0
7800,侾,4,0,0,0
7801,俅,4,0,0,0
7802,俋,4,0,0,0
7803,俏,4,0,0,0
7804,俒,4,0,0,0
7805,俦,4,0,0,0
7806,俲,4,0,0,0
7807,倀,4,0,0,0
7808,倐,4,0,0,0
7809,倓,4,0,0,0
7810,倜,4,0,0,0
7811,倞,4,0,0,0
7812,倢,4,0,0,0
7813,偂,4,0,0,0
7814,偆,4,0,0,0
7815,偎,4,0,0,0
7816,偓,4,0,0,0
7817,偗,4,0,0,0
7818,偣,4,0,0,0
7819,偦,4,0,0,0
7820,偪,4,0,0,0
7821,偰,4,0,0,0
7822,傈,4,0,0,0
7823,傒,4,0,0,0
7824,傓,4,0,0,0
7825,傕,4,0,0,0
7826,傖,4,0,0,0
7827,傜,4,0,0,0
7828,傣,4,0,0,0
7829,傪,4,0,0,0
7830,傱,4,0,0,0
7831,傺,4,0,0,0
7832,傻,4,0,0,0
7833,僄,4,0,0,0
7834,僇,4,0,0,0
7835,僎,4,0,0,0
7836,僔,4,0,0,0
7837,僙,4,0,0,0
7838,僡,4,0,0,0
7839,僩,4,0,0,0
7840,僳,4,0,0,0
7841,儈,4,0,0,0
7842,儗,4,0,0,0
7843,儛,4,0,0,0
7844,兠,4,0,0,0
7845,关,4,0,0,0
7846,养,4,0,0,0
7847,冃,4,0,0,0
7848,冋,4,0,0,0
7849,冘,4,0,0,0
7850,冣,4,0,0,0
7851,冭,4,0,0,0
7852,冼,4,0,0,0
7853,凳,4,0,0,0
7854,凴,4,0,0,0
7855,刂,4,0,0,0
7856,划,4,0,0,0
7857,刖,4,0,0,0
7858,剕,4,0,0,0
7859,剜,4,0,0,0
7860,剬,4,0,0,0
7861,剷,4,0,0,0
7862,劂,4,0,0,0
7863,劄,4,0,0,0
7864,劘,4,0,0,0
7865,劤,4,0,0,0
7866,劦,4,0,0,0
7867,劯,4,0,0,0
7868,劺,4,0,0,0
7869,劻,4,0,0,0
7870,勊,4,0,0,0
7871,勑,4,0,0,0
7872,勷,4,0,0,0
7873,匊,4,0,0,0
7874,匋,4,0,0,0
7875,匤,4,0,0,0
7876,匵,4,0,0,0
7877,匾,4,0,0,0
7878,卂,4,0,0,0
7879,卧,4,0,0,0
7880,卬,4,0,0,0
7881,卺,4,0,0,0
7882,厤,4,0,0,0
7883,厴,4,0,0,0
7884,厷,4,0,0,0
7885,叀,4,0,0,0
7886,叕,4,0,0,0
7887,叚,4,0,0,0
7888,叴,4,0,0,0
7889,叵,4,0,0,0
7890,吤,4,0,0,0
7891,吨,4,0,0,0
7892,呃,4,0,0,0
7893,呕,4,0,0,0
7894,呢,4,0,0,0
7895,呦,4,0,0,0
7896,呬,4,0,0,0
7897,咊,4,0,0,0
7898,咍,4,0,0,0
7899,咕,4,0,0,0
7900,咠,4,0,0,0
7901,咦,4,0,0,0
7902,咭,4,0,0,0
7903,咮,4,0,0,0
7904,咷,4,0,0,0
7905,咺,4,0,0,0
7906,咿,4,0,0,0
7907,哃,4,0,0,0
7908,哬,4,0,0,0
7909,哯,4,0,0,0
7910,哱,4,0,0,0
7911,哳,4,0,0,0
7912,唀,4,0,0,0
7913,唁,4,0,0,0
7914,唉,4,0,0,0
7915,唼,4,0,0,0
7916,啁,4,0,0,0
7917,啇,4,0,0,0
7918,啊,4,0,0,0
7919,啠,4,0,0,0
7920,啡,4,0,0,0
7921,啤,4,0,0,0
7922,啽,4,0,0,0
7923,喂,4,0,0,0
7924,喈,4,0,0,0
7925,喑,4,0,0,0
7926,喿,4,0,0,0
7927,嗉,4,0,0,0
7928,嗌,4,0,0,0
7929,嗑,4,0,0,0
7930,嗒,4,0,0,0
7931,嗝,4,0,0,0
7932,嗢,4,0,0,0
7933,嗩,4,0,0,0
7934,嘇,4,0,0,0
7935,嘐,4,0,0,0
7936,嘨,4,0,0,0
7937,嘰,4,0,0,0
7938,嘷,4,0,0,0
7939,嘽,4,0,0,0
7940,嘿,4,0,0,0
7941,噀,4,0,0,0
7942,噇,4,0,0,0
7943,噞,4,0,0,0
7944,噠,4,0,0,0
7945,噭,4,0,0,0
7946,嚈,4,0,0,0
7947,嚌,4,0,0,0
7948,嚕,4,0,0,0
7949,嚚,4,0,0,0
7950,嚝,4,0,0,0
7951,嚨,4,0,0,0
7952,嚭,4,0,0,0
7953,嚲,4,0,0,0
7954,囅,4,0,0,0
7955,囍,4,0,0,0
7956,囟,4,0,0,0
7957,囨,4,0,0,0
7958,囶,4,0,0,0
7959,囷,4,0,0,0
7960,圕,4,0,0,0
7961,圣,4,0,0,0
7962,圩,4,0,0,0
7963,坅,4,0,0,0
7964,坆,4,0,0,0
7965,坌,4,0,0,0
7966,坍,4,0,0,0
7967,坨,4,0,0,0
7968,坯,4,0,0,0
7969,坳,4,0,0,0
7970,坴,4,0,0,0
7971,坵,4,0,0,0
7972,坻,4,0,0,0
7973,垚,4,0,0,0
7974,垝,4,0,0,0
7975,垞,4,0,0,0
7976,垨,4,0,0,0
7977,垬,4,0,0,0
7978,埌,4,0,0,0
7979,埗,4,0,0,0
7980,埞,4,0,0,0
7981,埦,4,0,0,0
7982,埰,4,0,0,0
7983,埸,4,0,0,0
7984,埻,4,0,0,0
7985,埽,4,0,0,0
7986,堄,4,0,0,0
7987,堞,4,0,0,0
7988,堠,4,0,0,0
7989,堧,4,0,0,0
7990,堲,4,0,0,0
7991,堹,4,0,0,0
7992,塉,4,0,0,0
7993,塌,4,0,0,0
7994,塧,4,0,0,0
7995,墊,4,0,0,0
7996,墋,4,0,0,0
7997,墍,4,0,0,0
7998,墏,4,0,0,0
7999,墐,4,0,0,0
8000,墔,4,0,0,0
8001,墝,4,0,0,0
8002,墪,4,0,0,0
8003,墱,4,0,0,0
8004,壃,4,0,0,0
8005,壍,4,0,0,0
8006,壢,4,0,0,0
8007,壳,4,0,0,0
8008,壴,4,0,0,0
8009,夅,4,0,0,0
8010,夆,4,0,0,0
8011,夋,4,0,0,0
8012,复,4,0,0,0
8013,夔,4,0,0,0
8014,夤,4,0,0,0
8015,夽,4,0,0,0
8016,奆,4,0,0,0
8017,奛,4,0,0,0
8018,奟,4,0,0,0
8019,奵,4,0,0,0
8020,奶,4,0,0,0
8021,奼,4,0,0,0
8022,妟,4,0,0,0
8023,妮,4,0,0,0
8024,妼,4,0,0,0
8025,姈,4,0,0,0
8026,姍,4,0,0,0
8027,姞,4,0,0,0
8028,姣,4,0,0,0
8029,姤,4,0,0,0
8030,姧,4,0,0,0
8031,姮,4,0,0,0
8032,娌,4,0,0,0
8033,娍,4,0,0,0
8034,娗,4,0,0,0
8035,娧,4,0,0,0
8036,娭,4,0,0,0
8037,婕,4,0,0,0
