id,character,jis,joyo,kanken,primary_school
3106,冦,2,0,0,0
3107,冩,2,0,0,0
3108,冪,2,0,1,0
3109,冫,2,0,0,0
3110,冰,2,0,0,0
3111,冱,2,0,1,0
3112,冲,2,0,0,0
3113,决,2,0,0,0
3114,况,2,0,0,0
3115,冽,2,0,1,0
3116,凅,2,0,1,0
3117,凉,2,0,0,0
3118,凖,2,0,0,0
3119,凛,2,0,1,0
3120,凜,2,0,1,0
3121,几,2,0,1,0
3122,凩,2,0,1,0
3123,凭,2,0,1,0
3124,凰,2,0,0,0
3125,凵,2,0,0,0
3126,凾,2,0,0,0
3127,刄,2,0,0,0
3128,刋,2,0,1,0
3129,刎,2,0,1,0
3130,刔,2,0,1,0
3131,刧,2,0,0,0
3132,刪,2,0,1,0
3133,刮,2,0,1,0
3134,刳,2,0,1,0
3135,刹,2,1,2,0
3136,剄,2,0,1,0
3137,剋,2,0,1,0
3138,剌,2,0,1,0
3139,剏,2,0,1,0
3140,剔,2,0,1,0
3141,剞,2,0,1,0
3142,剩,2,0,0,0
3143,剪,2,0,1,0
3144,剱,2,0,0,0
3145,剳,2,0,1,0
3146,剴,2,0,1,0
3147,剽,2,0,1,0
3148,剿,2,0,1,0
3149,劈,2,0,1,0
3150,劍,2,0,0,0
3151,劑,2,0,0,0
3152,劒,2,0,0,0
3153,劔,2,0,0,0
3154,劬,2,0,1,0
3155,劭,2,0,1,0
3156,劵,2,0,0,0
3157,劼,2,0,1,0
3158,勁,2,0,1,0
3159,勍,2,0,1,0
3160,勒,2,0,1,0
3161,勗,2,0,1,0
3162,勞,2,0,0,0
3163,勠,2,0,1,0
3164,勣,2,0,1,0
3165,勦,2,0,1,0
3166,勳,2,0,0,0
3167,勵,2,0,0,0
3168,勸,2,0,0,0
3169,勹,2,0,0,0
3170,匆,2,0,1,0
3171,匈,2,0,1,0
3172,匍,2,0,1,0
3173,匏,2,0,1,0
3174,匐,2,0,1,0
3175,匕,2,0,1,0
3176,匚,2,0,1,0
3177,匣,2,0,1,0
3178,匯,2,0,1,0
3179,匱,2,0,1,0
3180,匳,2,0,1,0
3181,匸,2,0,0,0
3182,區,2,0,0,0
3183,卅,2,0,1,0
3184,卆,2,0,0,0
3185,卉,2,0,1,0
3186,卍,2,0,1,0
3187,卞,2,0,0,0
3188,卩,2,0,0,0
3189,卮,2,0,1,0
3190,卷,2,0,0,0
3191,卻,2,0,1,0
3192,厂,2,0,0,0
3193,厖,2,0,1,0
3194,厠,2,0,0,0
3195,厥,2,0,1,0
3196,厦,2,0,0,0
3197,厮,2,0,0,0
3198,厰,2,0,0,0
3199,厶,2,0,0,0
3200,參,2,0,0,0
3201,叟,2,0,1,0
3202,叨,2,0,1,0
3203,叭,2,0,1,0
3204,叮,2,0,1,0
3205,叺,2,0,1,0
3206,吁,2,0,1,0
3207,吝,2,0,1,0
3208,吩,2,0,1,0
3209,听,2,0,1,0
3210,吭,2,0,1,0
3211,吮,2,0,1,0
3212,吶,2,0,1,0
3213,吼,2,0,1,0
3214,吽,2,0,1,0
3215,呀,2,0,0,0
3216,呎,2,0,1,0
3217,呟,2,0,1,0
3218,呰,2,0,1,0
3219,呱,2,0,1,0
3220,呵,2,0,1,0
3221,呶,2,0,1,0
3222,呷,2,0,1,0
3223,呻,2,0,1,0
3224,咀,2,0,1,0
3225,咄,2,0,1,0
3226,咆,2,0,1,0
3227,咎,2,0,1,0
3228,咏,2,0,1,0
3229,咐,2,0,1,0
3230,咒,2,0,0,0
3231,咢,2,0,1,0
3232,咤,2,0,1,0
3233,咥,2,0,1,0
3234,咨,2,0,1,0
3235,咫,2,0,1,0
3236,咬,2,0,1,0
3237,咯,2,0,0,0
3238,咸,2,0,1,0
3239,咼,2,0,0,0
3240,咾,2,0,0,0
3241,哂,2,0,1,0
3242,哄,2,0,1,0
3243,哇,2,0,1,0
3244,哈,2,0,1,0
3245,哘,2,0,0,0
3246,哢,2,0,1,0
3247,哥,2,0,1,0
3248,哦,2,0,1,0
3249,哭,2,0,1,0
3250,哮,2,0,1,0
3251,哺,2,1,2,0
3252,哽,2,0,1,0
3253,唏,2,0,1,0
3254,唔,2,0,1,0
3255,售,2,0,1,0
3256,唳,2,0,1,0
3257,唸,2,0,1,0
3258,唹,2,0,1,0
3259,啀,2,0,1,0
3260,啅,2,0,1,0
3261,啌,2,0,0,0
3262,啖,2,0,1,0
3263,啗,2,0,1,0
3264,啜,2,0,1,0
3265,啝,2,0,0,0
3266,啣,2,0,1,0
3267,啻,2,0,1,0
3268,啼,2,0,1,0
3269,啾,2,0,1,0
3270,喀,2,0,1,0
3271,喃,2,0,1,0
3272,喇,2,0,1,0
3273,喊,2,0,1,0
3274,喘,2,0,1,0
3275,喙,2,0,1,0
3276,喞,2,0,1,0
3277,喟,2,0,1,0
3278,喨,2,0,1,0
3279,喩,2,1,2,0
3280,單,2,0,0,0
3281,嗄,2,0,1,0
3282,嗅,2,1,2,0
3283,嗇,2,0,1,0
3284,嗔,2,0,1,0
3285,嗚,2,0,1,0
3286,嗜,2,0,1,0
3287,嗟,2,0,1,0
3288,嗤,2,0,1,0
3289,嗷,2,0,1,0
3290,嗹,2,0,0,0
3291,嗽,2,0,1,0
3292,嗾,2,0,1,0
3293,嘔,2,0,1,0
3294,嘖,2,0,1,0
3295,嘛,2,0,1,0
3296,嘯,2,0,1,0
3297,嘲,2,1,2,0
3298,嘴,2,0,1,0
3299,嘶,2,0,1,0
3300,嘸,2,0,1,0
3301,噎,2,0,1,0
3302,噐,2,0,0,0
3303,噤,2,0,1,0
3304,噪,2,0,1,0
3305,噫,2,0,1,0
3306,噬,2,0,1,0
3307,嚀,2,0,1,0
3308,嚆,2,0,1,0
3309,嚊,2,0,1,0
3310,嚏,2,0,1,0
3311,嚔,2,0,1,0
3312,嚠,2,0,1,0
3313,嚥,2,0,1,0
3314,嚮,2,0,1,0
3315,嚴,2,0,0,0
3316,嚶,2,0,1,0
3317,嚼,2,0,1,0
3318,囀,2,0,1,0
3319,囁,2,0,1,0
3320,囂,2,0,1,0
3321,囃,2,0,1,0
3322,囈,2,0,1,0
3323,囎,2,0,0,0
3324,囑,2,0,0,0
3325,囓,2,0,1,0
3326,囗,2,0,0,0
3327,囘,2,0,0,0
3328,囮,2,0,1,0
3329,囹,2,0,1,0
3330,囿,2,0,1,0
3331,圀,2,0,1,0
3332,圄,2,0,1,0
3333,圈,2,0,0,0
3334,圉,2,0,1,0
3335,國,2,0,0,0
3336,圍,2,0,0,0
3337,圓,2,0,0,0
3338,圖,2,0,0,0
3339,團,2,0,0,0
3340,圜,2,0,1,0
3341,圦,2,0,1,0
3342,圷,2,0,0,0
3343,圸,2,0,0,0
3344,圻,2,0,1,0
3345,址,2,0,1,0
3346,坎,2,0,1,0
3347,坏,2,0,1,0
3348,坡,2,0,1,0
3349,坩,2,0,1,0
3350,坿,2,0,1,0
3351,垈,2,0,0,0
3352,垉,2,0,0,0
3353,垓,2,0,1,0
3354,垠,2,0,1,0
3355,垤,2,0,1,0
3356,垪,2,0,0,0
3357,垰,2,0,0,0
3358,垳,2,0,0,0
3359,埀,2,0,0,0
3360,埃,2,0,1,0
3361,埆,2,0,1,0
3362,埒,2,0,1,0
3363,埓,2,0,0,0
3364,埔,2,0,0,0
3365,埖,2,0,0,0
3366,埣,2,0,0,0
3367,堊,2,0,1,0
3368,堋,2,0,1,0
3369,堙,2,0,1,0
3370,堝,2,0,1,0
3371,堡,2,0,1,0
3372,堯,2,0,0,0
3373,堽,2,0,1,0
3374,塋,2,0,1,0
3375,塒,2,0,1,0
3376,塢,2,0,0,0
3377,塰,2,0,0,0
3378,塲,2,0,0,0
3379,塹,2,0,1,0
3380,墅,2,0,1,0
3381,墟,2,0,1,0
3382,墫,2,0,0,0
3383,墮,2,0,0,0
3384,墸,2,0,0,0
3385,墹,2,0,0,0
3386,墺,2,0,0,0
3387,墻,2,0,0,0
3388,壅,2,0,1,0
3389,壑,2,0,1,0
3390,壓,2,0,0,0
3391,壗,2,0,0,0
3392,壘,2,0,0,0
3393,壙,2,0,1,0
3394,壜,2,0,1,0
3395,壞,2,0,0,0
3396,壟,2,0,1,0
3397,壤,2,0,0,0
3398,壥,2,0,0,0
3399,壯,2,0,0,0
3400,壹,2,0,0,0
3401,壺,2,0,0,0
3402,壻,2,0,0,0
3403,壼,2,0,1,0
3404,壽,2,0,0,0
3405,夂,2,0,0,0
3406,夊,2,0,0,0
3407,夐,2,0,1,0
3408,夘,2,0,0,0
3409,夛,2,0,0,0
3410,夥,2,0,1,0
3411,夬,2,0,1,0
3412,夭,2,0,1,0
3413,夲,2,0,1,0
3414,夸,2,0,1,0
3415,夾,2,0,1,0
3416,奎,2,0,1,0
3417,奐,2,0,1,0
3418,奕,2,0,1,0
3419,奘,2,0,1,0
3420,奚,2,0,1,0
3421,奠,2,0,1,0
3422,奢,2,0,1,0
3423,奧,2,0,0,0
3424,奩,2,0,0,0
3425,奬,2,0,0,0
3426,奸,2,0,1,0
3427,妁,2,0,1,0
3428,妍,2,0,1,0
3429,妛,2,0,0,0
3430,妝,2,0,1,0
3431,妣,2,0,1,0
3432,妲,2,0,1,0
3433,姆,2,0,1,0
3434,姙,2,0,1,0
3435,姚,2,0,1,0
3436,姜,2,0,1,0
3437,姨,2,0,1,0
3438,娉,2,0,1,0
3439,娑,2,0,1,0
3440,娚,2,0,0,0
3441,娜,2,0,1,0
3442,娟,2,0,1,0
3443,娥,2,0,1,0
3444,娵,2,0,1,0
3445,娶,2,0,1,0
3446,婀,2,0,1,0
3447,婉,2,0,1,0
3448,婢,2,0,1,0
3449,婪,2,0,1,0
3450,婬,2,0,1,0
3451,媚,2,0,1,0
3452,媼,2,0,1,0
3453,媽,2,0,1,0
3454,媾,2,0,1,0
3455,嫂,2,0,1,0
3456,嫋,2,0,1,0
3457,嫐,2,0,0,0
3458,嫖,2,0,1,0
3459,嫗,2,0,1,0
3460,嫣,2,0,1,0
3461,嫦,2,0,1,0
3462,嫩,2,0,1,0
3463,嫺,2,0,1,0
3464,嫻,2,0,1,0
3465,嬋,2,0,1,0
3466,嬌,2,0,1,0
3467,嬖,2,0,1,0
3468,嬪,2,0,1,0
3469,嬲,2,0,1,0
3470,嬶,2,0,1,0
3471,嬾,2,0,1,0
3472,孀,2,0,1,0
3473,孃,2,0,0,0
3474,孅,2,0,1,0
3475,孑,2,0,1,0
3476,孕,2,0,1,0
3477,孚,2,0,1,0
3478,孛,2,0,1,0
3479,孥,2,0,1,0
3480,孩,2,0,1,0
3481,孰,2,0,1,0
3482,孱,2,0,1,0
3483,孳,2,0,1,0
3484,孵,2,0,1,0
3485,學,2,0,0,0
3486,孺,2,0,1,0
3487,宀,2,0,0,0
3488,它,2,0,0,0
3489,宦,2,0,1,0
3490,宸,2,0,1,0
3491,寃,2,0,0,0
3492,寇,2,0,1,0
3493,寉,2,0,0,0
3494,寐,2,0,1,0
3495,寔,2,0,1,0
3496,寞,2,0,1,0
3497,寢,2,0,0,0
3498,寤,2,0,1,0
3499,寥,2,0,1,0
3500,實,2,0,0,0
3501,寨,2,0,1,0
3502,寫,2,0,0,0
3503,寰,2,0,1,0
3504,寳,2,0,0,0
3505,寶,2,0,0,0
3506,尅,2,0,0,0
3507,將,2,0,0,0
3508,專,2,0,0,0
3509,對,2,0,0,0
3510,尓,2,0,0,0
3511,尠,2,0,1,0
3512,尢,2,0,0,0
3513,尨,2,0,1,0
3514,尸,2,0,1,0
3515,尹,2,0,1,0
3516,屁,2,0,1,0
3517,屆,2,0,0,0
3518,屎,2,0,1,0
3519,屏,2,0,1,0
3520,屐,2,0,0,0
3521,屓,2,0,1,0
3522,屬,2,0,0,0
3523,屮,2,0,1,0
3524,屶,2,0,1,0
3525,屹,2,0,1,0
3526,岌,2,0,1,0
3527,岑,2,0,1,0
3528,岔,2,0,1,0
3529,岫,2,0,1,0
3530,岶,2,0,0,0
3531,岷,2,0,0,0
3532,岻,2,0,0,0
3533,岼,2,0,0,0
3534,岾,2,0,0,0
3535,峅,2,0,0,0
3536,峇,2,0,0,0
3537,峙,2,0,1,0
3538,峩,2,0,0,0
3539,峪,2,0,1,0
3540,峭,2,0,1,0
3541,峺,2,0,0,0
3542,峽,2,0,0,0
3543,崋,2,0,0,0
3544,崑,2,0,1,0
3545,崔,2,0,1,0
3546,崕,2,0,0,0
3547,崗,2,0,0,0
3548,崘,2,0,1,0
3549,崙,2,0,1,0
3550,崚,2,0,1,0
3551,崛,2,0,1,0
3552,崟,2,0,1,0
3553,崢,2,0,1,0
3554,嵋,2,0,1,0
3555,嵌,2,0,1,0
3556,嵎,2,0,1,0
3557,嵒,2,0,1,0
3558,嵜,2,0,0,0
3559,嵬,2,0,1,0
3560,嵳,2,0,0,0
3561,嵶,2,0,0,0
3562,嶂,2,0,1,0
3563,嶄,2,0,1,0
3564,嶇,2,0,1,0
3565,嶌,2,0,0,0
3566,嶐,2,0,0,0
3567,嶝,2,0,1,0
3568,嶢,2,0,1,0
3569,嶬,2,0,1,0
3570,嶮,2,0,1,0
3571,嶷,2,0,1,0
3572,嶼,2,0,1,0
3573,嶽,2,0,0,0
3574,巉,2,0,1,0
3575,巍,2,0,1,0
3576,巒,2,0,1,0
3577,巓,2,0,1,0
3578,巖,2,0,0,0
3579,巛,2,0,0,0
3580,巫,2,0,1,0
3581,已,2,0,1,0
3582,巵,2,0,0,0
3583,帋,2,0,0,0
3584,帑,2,0,1,0
3585,帙,2,0,1,0
3586,帚,2,0,1,0
3587,帛,2,0,1,0
3588,帶,2,0,0,0
3589,帷,2,0,1,0
3590,幀,2,0,1,0
3591,幃,2,0,1,0
3592,幄,2,0,1,0
3593,幇,2,0,1,0
3594,幎,2,0,1,0
3595,幔,2,0,1,0
3596,幗,2,0,1,0
3597,幟,2,0,1,0
3598,幢,2,0,1,0
3599,幤,2,0,0,0
3600,幵,2,0,1,0
3601,并,2,0,1,0
3602,幺,2,0,1,0
3603,广,2,0,0,0
3604,庠,2,0,1,0
3605,廁,2,0,1,0
3606,廂,2,0,1,0
3607,廈,2,0,1,0
3608,廏,2,0,0,0
3609,廐,2,0,0,0
3610,廖,2,0,1,0
3611,廚,2,0,0,0
3612,廛,2,0,1,0
3613,廝,2,0,1,0
3614,廡,2,0,1,0
3615,廢,2,0,0,0
3616,廣,2,0,0,0
3617,廨,2,0,1,0
3618,廩,2,0,1,0
3619,廬,2,0,1,0
3620,廰,2,0,0,0
3621,廱,2,0,1,0
3622,廳,2,0,0,0
3623,廴,2,0,0,0
3624,廸,2,0,1,0
3625,廾,2,0,0,0
3626,弃,2,0,0,0
3627,弉,2,0,0,0
3628,弋,2,0,1,0
3629,弌,2,0,1,0
3630,弍,2,0,1,0
3631,弑,2,0,1,0
3632,弖,2,0,1,0
3633,弩,2,0,1,0
3634,弭,2,0,1,0
3635,弯,2,0,1,0
3636,弸,2,0,1,0
3637,彁,2,0,0,0
3638,彈,2,0,0,0
3639,彌,2,0,0,0
3640,彎,2,0,1,0
3641,彑,2,0,0,0
3642,彖,2,0,0,0
3643,彗,2,0,1,0
3644,彙,2,1,2,0
3645,彜,2,0,1,0
3646,彝,2,0,1,0
3647,彡,2,0,0,0
3648,彭,2,0,1,0
3649,彳,2,0,0,0
3650,彷,2,0,1,0
3651,彿,2,0,1,0
3652,徂,2,0,1,0
3653,徃,2,0,0,0
3654,徇,2,0,1,0
3655,很,2,0,1,0
3656,徊,2,0,1,0
3657,徑,2,0,0,0
3658,徘,2,0,1,0
3659,徙,2,0,1,0
3660,從,2,0,0,0
3661,徠,2,0,0,0
3662,徨,2,0,1,0
3663,徭,2,0,1,0
3664,徼,2,0,1,0
3665,忖,2,0,1,0
3666,忝,2,0,1,0
3667,忤,2,0,1,0
3668,忰,2,0,1,0
3669,忱,2,0,1,0
3670,忸,2,0,1,0
3671,忻,2,0,1,0
3672,忿,2,0,1,0
3673,怎,2,0,1,0
3674,怏,2,0,1,0
3675,怐,2,0,0,0
3676,怕,2,0,1,0
3677,怙,2,0,1,0
3678,怛,2,0,1,0
3679,怡,2,0,1,0
3680,怦,2,0,1,0
3681,怩,2,0,1,0
3682,怫,2,0,1,0
3683,怱,2,0,1,0
3684,怺,2,0,1,0
3685,恁,2,0,1,0
3686,恂,2,0,1,0
3687,恃,2,0,1,0
3688,恆,2,0,0,0
3689,恊,2,0,1,0
3690,恍,2,0,1,0
3691,恙,2,0,1,0
3692,恚,2,0,1,0
3693,恟,2,0,1,0
3694,恠,2,0,0,0
3695,恣,2,1,2,0
3696,恤,2,0,1,0
3697,恪,2,0,1,0
3698,恫,2,0,1,0
3699,恬,2,0,1,0
3700,恷,2,0,0,0
3701,悁,2,0,1,0
3702,悃,2,0,1,0
3703,悄,2,0,1,0
3704,悋,2,0,1,0
3705,悍,2,0,1,0
3706,悒,2,0,1,0
3707,悖,2,0,1,0
3708,悗,2,0,0,0
3709,悚,2,0,1,0
3710,悛,2,0,1,0
3711,悧,2,0,1,0
3712,悳,2,0,0,0
3713,悴,2,0,1,0
3714,悵,2,0,1,0
3715,悸,2,0,1,0
3716,悽,2,0,1,0
3717,惆,2,0,1,0
3718,惓,2,0,1,0
3719,惘,2,0,1,0
3720,惠,2,0,0,0
3721,惡,2,0,0,0
3722,惧,2,1,2,0
3723,惱,2,0,0,0
3724,惴,2,0,1,0
3725,惶,2,0,1,0
3726,惷,2,0,1,0
3727,惺,2,0,1,0
3728,惻,2,0,1,0
3729,愀,2,0,1,0
3730,愃,2,0,1,0
3731,愆,2,0,1,0
3732,愍,2,0,1,0
3733,愎,2,0,1,0
3734,愕,2,0,1,0
3735,愡,2,0,0,0
3736,愧,2,0,1,0
3737,愨,2,0,1,0
3738,愬,2,0,1,0
3739,愴,2,0,1,0
3740,愼,2,0,0,0
3741,愽,2,0,0,0
3742,愾,2,0,1,0
3743,愿,2,0,1,0
3744,慂,2,0,1,0
3745,慄,2,1,2,0
3746,慇,2,0,1,0
3747,慊,2,0,1,0
3748,慍,2,0,1,0
3749,慓,2,0,1,0
3750,慘,2,0,0,0
3751,慙,2,0,1,0
3752,慚,2,0,1,0
3753,慝,2,0,1,0
3754,慟,2,0,1,0
3755,慥,2,0,1,0
3756,慫,2,0,1,0
3757,慯,2,0,0,0
3758,慱,2,0,0,0
3759,慳,2,0,1,0
3760,慴,2,0,1,0
3761,慵,2,0,1,0
3762,慷,2,0,1,0
3763,憇,2,0,0,0
3764,憊,2,0,1,0
3765,憑,2,0,1,0
3766,憔,2,0,1,0
3767,憖,2,0,1,0
3768,憙,2,0,0,0
3769,憚,2,0,1,0
3770,憫,2,0,1,0
3771,憬,2,1,2,0
3772,憮,2,0,1,0
3773,憺,2,0,1,0
3774,懃,2,0,1,0
3775,懆,2,0,1,0
3776,懈,2,0,1,0
3777,應,2,0,0,0
3778,懊,2,0,1,0
3779,懋,2,0,1,0
3780,懌,2,0,1,0
3781,懍,2,0,1,0
3782,懣,2,0,1,0
3783,懦,2,0,1,0
3784,懴,2,0,1,0
3785,懶,2,0,1,0
3786,懷,2,0,0,0
3787,懺,2,0,1,0
3788,懼,2,0,1,0
3789,懽,2,0,1,0
3790,懾,2,0,1,0
3791,懿,2,0,1,0
3792,戀,2,0,0,0
3793,戈,2,0,1,0
3794,戉,2,0,1,0
3795,戌,2,0,1,0
3796,戍,2,0,1,0
3797,戔,2,0,1,0
3798,戛,2,0,1,0
3799,戝,2,0,0,0
3800,戞,2,0,1,0
3801,戡,2,0,1,0
3802,截,2,0,1,0
3803,戮,2,0,1,0
3804,戰,2,0,0,0
3805,戲,2,0,0,0
3806,戳,2,0,1,0
3807,扁,2,0,1,0
3808,扈,2,0,1,0
3809,扎,2,0,1,0
3810,扛,2,0,1,0
3811,扞,2,0,1,0
3812,扠,2,0,1,0
3813,扣,2,0,1,0
3814,扨,2,0,1,0
3815,扼,2,0,1,0
3816,找,2,0,1,0
3817,抂,2,0,0,0
3818,抃,2,0,1,0
3819,抉,2,0,1,0
3820,抒,2,0,1,0
3821,抓,2,0,1,0
3822,抔,2,0,1,0
3823,抖,2,0,1,0
3824,抛,2,0,1,0
3825,抬,2,0,1,0
3826,抻,2,0,1,0
3827,拂,2,0,0,0
3828,拆,2,0,1,0
3829,拇,2,0,1,0
3830,拈,2,0,1,0
3831,拉,2,1,2,0
3832,拊,2,0,1,0
3833,拌,2,0,1,0
3834,拏,2,0,1,0
3835,拑,2,0,1,0
3836,拔,2,0,0,0
3837,拗,2,0,1,0
3838,拜,2,0,0,0
3839,拮,2,0,1,0
3840,拯,2,0,1,0
3841,拱,2,0,1,0
3842,拵,2,0,1,0
3843,拿,2,0,1,0
3844,挂,2,0,1,0
3845,挈,2,0,1,0
3846,挌,2,0,1,0
3847,挧,2,0,0,0
3848,挾,2,0,0,0
3849,捍,2,0,1,0
3850,捏,2,0,1,0
3851,捐,2,0,1,0
3852,捩,2,0,1,0
3853,捫,2,0,1,0
3854,捶,2,0,1,0
3855,掀,2,0,1,0
3856,掉,2,0,1,0
3857,掎,2,0,1,0
3858,掏,2,0,1,0
3859,掖,2,0,1,0
3860,掟,2,0,1,0
3861,掣,2,0,1,0
3862,掫,2,0,1,0
3863,掵,2,0,0,0
3864,掾,2,0,1,0
3865,揀,2,0,1,0
3866,揄,2,0,1,0
3867,揆,2,0,1,0
3868,揉,2,0,1,0
3869,插,2,0,0,0
3870,揣,2,0,1,0
3871,揩,2,0,1,0
3872,揶,2,0,1,0
3873,搆,2,0,1,0
3874,搏,2,0,1,0
3875,搓,2,0,1,0
3876,搖,2,0,0,0
3877,搗,2,0,1,0
3878,搜,2,0,0,0
3879,搦,2,0,1,0
3880,搨,2,0,1,0
3881,搴,2,0,1,0
3882,搶,2,0,1,0
3883,摎,2,0,1,0
3884,摧,2,0,1,0
3885,摯,2,1,2,0
3886,摶,2,0,1,0
3887,撈,2,0,1,0
3888,撓,2,0,1,0
3889,撕,2,0,1,0
3890,撥,2,0,1,0
3891,撩,2,0,1,0
3892,撻,2,0,1,0
3893,撼,2,0,1,0
3894,擂,2,0,1,0
3895,擅,2,0,1,0
3896,擇,2,0,0,0
3897,擒,2,0,1,0
3898,擔,2,0,0,0
3899,擘,2,0,1,0
3900,據,2,0,0,0
3901,擠,2,0,1,0
3902,擡,2,0,1,0
3903,擣,2,0,1,0
3904,擧,2,0,0,0
3905,擯,2,0,1,0
3906,擱,2,0,1,0
3907,擲,2,0,1,0
3908,擴,2,0,0,0
3909,擶,2,0,0,0
3910,擺,2,0,1,0
3911,擽,2,0,1,0
3912,攀,2,0,1,0
3913,攅,2,0,1,0
3914,攘,2,0,1,0
3915,攜,2,0,0,0
3916,攝,2,0,0,0
3917,攣,2,0,1,0
3918,攤,2,0,1,0
3919,攪,2,0,0,0
3920,攫,2,0,1,0
3921,攬,2,0,1,0
3922,攴,2,0,0,0
3923,攵,2,0,0,0
3924,收,2,0,0,0
3925,攷,2,0,0,0
3926,攸,2,0,0,0
3927,效,2,0,0,0
3928,敍,2,0,0,0
3929,敕,2,0,0,0
3930,敖,2,0,1,0
3931,敘,2,0,0,0
3932,敝,2,0,1,0
3933,敞,2,0,1,0
3934,敲,2,0,1,0
3935,數,2,0,0,0
3936,斂,2,0,1,0
3937,斃,2,0,1,0
3938,斈,2,0,0,0
3939,斛,2,0,1,0
3940,斟,2,0,1,0
3941,斫,2,0,1,0
3942,斷,2,0,0,0
3943,旁,2,0,1,0
3944,旃,2,0,1,0
3945,旄,2,0,1,0
3946,旆,2,0,1,0
3947,旌,2,0,1,0
3948,旒,2,0,1,0
3949,旙,2,0,0,0
3950,旛,2,0,1,0
3951,无,2,0,0,0
3952,旡,2,0,0,0
3953,旱,2,0,1,0
3954,旻,2,0,1,0
3955,昃,2,0,1,0
3956,昊,2,0,1,0
3957,昜,2,0,1,0
3958,昴,2,0,1,0
3959,昵,2,0,1,0
3960,昶,2,0,1,0
3961,昿,2,0,1,0
3962,晁,2,0,1,0
3963,晄,2,0,0,0
3964,晉,2,0,0,0
3965,晏,2,0,1,0
3966,晝,2,0,0,0
3967,晞,2,0,1,0
3968,晟,2,0,1,0
3969,晢,2,0,1,0
3970,晤,2,0,1,0
3971,晧,2,0,1,0
3972,晨,2,0,1,0
3973,晰,2,0,1,0
3974,暃,2,0,0,0
3975,暄,2,0,1,0
3976,暈,2,0,1,0
3977,暉,2,0,1,0
3978,暎,2,0,0,0
3979,暘,2,0,1,0
3980,暝,2,0,1,0
3981,暸,2,0,0,0
3982,暹,2,0,1,0
3983,暼,2,0,0,0
3984,暾,2,0,1,0
3985,曁,2,0,1,0
3986,曄,2,0,1,0
3987,曉,2,0,0,0
3988,曖,2,1,2,0
3989,曚,2,0,1,0
3990,曠,2,0,1,0
3991,曦,2,0,1,0
3992,曩,2,0,1,0
3993,曰,2,0,1,0
3994,曵,2,0,0,0
3995,曷,2,0,1,0
3996,曼,2,0,1,0
3997,會,2,0,0,0
3998,朏,2,0,1,0
3999,朖,2,0,0,0
4000,朞,2,0,1,0
4001,朦,2,0,1,0
4002,朧,2,0,1,0
4003,朮,2,0,1,0
4004,朶,2,0,1,0
4005,朷,2,0,0,0
4006,朸,2,0,1,0
4007,朿,2,0,1,0
4008,杁,2,0,0,0
4009,杆,2,0,1,0
4010,杙,2,0,1,0
4011,杞,2,0,1,0
4012,杠,2,0,1,0
4013,杣,2,0,1,0
4014,杤,2,0,0,0
4015,杪,2,0,1,0
4016,杰,2,0,0,0
4017,杲,2,0,1,0
4018,杳,2,0,1,0
4019,杼,2,0,1,0
4020,枅,2,0,1,0
4021,枉,2,0,1,0
4022,枋,2,0,1,0
4023,枌,2,0,1,0
4024,枡,2,0,1,0
4025,枦,2,0,0,0
4026,枩,2,0,0,0
4027,枳,2,0,1,0
4028,枴,2,0,1,0
4029,枷,2,0,1,0
4030,枸,2,0,1,0
4031,枹,2,0,1,0
4032,柆,2,0,0,0
4033,柎,2,0,1,0
4034,柝,2,0,1,0
4035,柞,2,0,1,0
4036,柢,2,0,1,0
4037,柤,2,0,1,0
4038,柧,2,0,0,0
4039,柩,2,0,1,0
4040,柬,2,0,1,0
4041,柮,2,0,1,0
4042,柯,2,0,1,0
4043,栞,2,0,1,0
4044,栩,2,0,1,0
4045,栫,2,0,1,0
4046,栲,2,0,1,0
4047,桀,2,0,1,0
4048,框,2,0,1,0
4049,桍,2,0,0,0
4050,桎,2,0,1,0
4051,桙,2,0,1,0
4052,档,2,0,0,0
4053,桴,2,0,1,0
4054,桷,2,0,1,0
4055,桾,2,0,0,0
4056,桿,2,0,1,0
4057,梃,2,0,1,0
4058,梍,2,0,0,0
4059,梏,2,0,1,0
4060,梔,2,0,1,0
4061,梛,2,0,1,0
4062,條,2,0,0,0
4063,梟,2,0,1,0
4064,梠,2,0,1,0
4065,梦,2,0,0,0
4066,梭,2,0,1,0
4067,梳,2,0,1,0
4068,梵,2,0,1,0
4069,梹,2,0,0,0
4070,梺,2,0,1,0
4071,棆,2,0,0,0
4072,棊,2,0,1,0
4073,棍,2,0,1,0
4074,棔,2,0,0,0
4075,棕,2,0,1,0
4076,棗,2,0,1,0
4077,棘,2,0,1,0
4078,棠,2,0,1,0
4079,棡,2,0,0,0
4080,棣,2,0,1,0
4081,棧,2,0,0,0
4082,棯,2,0,0,0
4083,棹,2,0,1,0
4084,椁,2,0,1,0
4085,椄,2,0,1,0
4086,椈,2,0,1,0
4087,椌,2,0,0,0
4088,椏,2,0,1,0
4089,椒,2,0,1,0
4090,椚,2,0,1,0
4091,椡,2,0,0,0
4092,椢,2,0,0,0
4093,椣,2,0,0,0
4094,椥,2,0,0,0
4095,椦,2,0,0,0
4096,椨,2,0,0,0
4097,椪,2,0,0,0
4098,椰,2,0,1,0
4099,椶,2,0,1,0
4100,椹,2,0,1,0
4101,椽,2,0,1,0
