yojijukugo,reading,link
乱暴狼藉,らんぼうろうぜき,https://www.kanjipedia.jp//kotoba/0007051000
乱離拡散,ランリカクサン,https://www.kanjipedia.jp//kotoba/0007051500
利害得失,りがいとくしつ,https://www.kanjipedia.jp//kotoba/0007072900
力戦奮闘,りきせんふんとう,https://www.kanjipedia.jp//kotoba/0007194300
"六三略
",りくとうさんりゃく,https://www.kanjipedia.jp//kotoba/0007381900
戮力同心,りくりょくどうしん,https://www.kanjipedia.jp//kotoba/0007103800
離群索居,りぐんさっきょ,https://www.kanjipedia.jp//kotoba/0007096000
離合集散,りごうしゅうさん,https://www.kanjipedia.jp//kotoba/0007096100
立身出世,りっしんしゅっせ,https://www.kanjipedia.jp//kotoba/0007108100
理非曲直,りひきょくちょく,https://www.kanjipedia.jp//kotoba/0007085600
柳暗花明,りゅうあんかめい,https://www.kanjipedia.jp//kotoba/0007119500
流汗淋漓,りゅうかんりんり,https://www.kanjipedia.jp//kotoba/0007122300
流金鑠石,りゅうきんしゃくせき,https://www.kanjipedia.jp//kotoba/0007479600
流言蜚語,りゅうげんひご,https://www.kanjipedia.jp//kotoba/0007122800
柳巷花街,りゅうこうかがい,https://www.kanjipedia.jp//kotoba/0007119700
流觴曲水,りゅうしょうきょくすい,https://www.kanjipedia.jp//kotoba/0007123600
竜驤虎視,りゅうじょうこし,https://www.kanjipedia.jp//kotoba/0007131000
竜攘虎搏,りゅうじょうこはく,https://www.kanjipedia.jp//kotoba/0007131100
竜章鳳姿,りゅうしょうほうし,https://www.kanjipedia.jp//kotoba/0007131200
流星光底,りゅうせいこうてい,https://www.kanjipedia.jp//kotoba/0007123800
竜跳虎臥,りゅうちょうこが,https://www.kanjipedia.jp//kotoba/0007131800
竜頭鷁首,りゅうとうげきしゅ,https://www.kanjipedia.jp//kotoba/0007131900
竜騰虎闘,りゅうとうことう,https://www.kanjipedia.jp//kotoba/0007132000
竜頭蛇尾,りゅうとうだび,https://www.kanjipedia.jp//kotoba/0007132100
竜蟠虎踞,りゅうばんこきょ,https://www.kanjipedia.jp//kotoba/0007132600
粒粒辛苦,りゅうりゅうしんく,https://www.kanjipedia.jp//kotoba/0007135300
流連荒亡,りゅうれんこうぼう,https://www.kanjipedia.jp//kotoba/0007125600
竜吟虎嘯,りょうぎんこしょう,https://www.kanjipedia.jp//kotoba/0007132900
良妻賢母,りょうさいけんぼ,https://www.kanjipedia.jp//kotoba/0007157600
量才録用,りょうさいろくよう,https://www.kanjipedia.jp//kotoba/0007173400
量体裁衣,りょうたいさいい,https://www.kanjipedia.jp//kotoba/0007173700
良知良能,りょうちりょうのう,https://www.kanjipedia.jp//kotoba/0007158200
良二千石,りょうにせんせき,https://www.kanjipedia.jp//kotoba/0007158300
良風美俗,りょうふうびぞく,https://www.kanjipedia.jp//kotoba/0007158600
綾羅錦繡,りょうらきんしゅう,https://www.kanjipedia.jp//kotoba/0007179200
緑林白波,りょくりんはくは,https://www.kanjipedia.jp//kotoba/0007197400
理路整然,りろせいぜん,https://www.kanjipedia.jp//kotoba/0007086100
霖雨蒼生,りんうそうせい,https://www.kanjipedia.jp//kotoba/0007215700
臨淵羨魚,りんえんせんぎょ,https://www.kanjipedia.jp//kotoba/0007479900
輪奐一新,りんかんいっしん,https://www.kanjipedia.jp//kotoba/0007210100
臨機応変,りんきおうへん,https://www.kanjipedia.jp//kotoba/0007217700
鱗次櫛比,りんじしっぴ,https://www.kanjipedia.jp//kotoba/0007221200
麟子鳳雛,りんしほうすう,https://www.kanjipedia.jp//kotoba/0007222100
臨終正念,りんじゅうしょうねん,https://www.kanjipedia.jp//kotoba/0007218500
輪廻転生,りんねてんしょう,https://www.kanjipedia.jp//kotoba/0007210900
麟鳳亀竜,りんほうきりゅう,https://www.kanjipedia.jp//kotoba/0007222200
累世同居,るいせいどうきょ,https://www.kanjipedia.jp//kotoba/0007230300
縷縷綿綿,るるめんめん,https://www.kanjipedia.jp//kotoba/0007226900
冷汗三斗,レイカンサント,https://www.kanjipedia.jp//kotoba/0007244600
霊魂不滅,れいこんふめつ,https://www.kanjipedia.jp//kotoba/0007262300
冷暖自知,れいだんじち,https://www.kanjipedia.jp//kotoba/0007246200
冷嘲熱罵,れいちょうねつば,https://www.kanjipedia.jp//kotoba/0007246300
零丁孤苦,れいていこく,https://www.kanjipedia.jp//kotoba/0007258200
冷土荒堆,れいどこうたい,https://www.kanjipedia.jp//kotoba/0007246600
連銭葦毛,れんぜんあしげ,https://www.kanjipedia.jp//kotoba/0007298500
連袂辞職,れんべいじしょく,https://www.kanjipedia.jp//kotoba/0007300100
聯袂辞職,れんべいじしょく,https://www.kanjipedia.jp//kotoba/0007315500
螻蟻潰堤,ろうぎかいてい,https://www.kanjipedia.jp//kotoba/0007370500
老驥伏櫪,ろうきふくれき,https://www.kanjipedia.jp//kotoba/0007344200
老少不定,ろうしょうふじょう,https://www.kanjipedia.jp//kotoba/0007345400
老成円熟,ろうせいえんじゅく,https://www.kanjipedia.jp//kotoba/0007345800
老成持重,ろうせいじちょう,https://www.kanjipedia.jp//kotoba/0007345900
籠鳥檻猿,ろうちょうかんえん,https://www.kanjipedia.jp//kotoba/0007378700
老若男女,ろうにゃくなんにょ,https://www.kanjipedia.jp//kotoba/0007346200
老婆心切,ろうばしんせつ,https://www.kanjipedia.jp//kotoba/0007346600
老莱斑衣,ろうらいはんい,https://www.kanjipedia.jp//kotoba/0007480400
露往霜来,ろおうそうらい,https://www.kanjipedia.jp//kotoba/0007336100
魯魚亥豕,ろぎょがいし,https://www.kanjipedia.jp//kotoba/0007327800
六十六部,ろくじゅうろくぶ,https://www.kanjipedia.jp//kotoba/0007382500
六親眷属,ろくしんけんぞく,https://www.kanjipedia.jp//kotoba/0007382600
六道輪廻,ろくどうりんね,https://www.kanjipedia.jp//kotoba/0007382800
六根清浄,ろっこんしょうじょう,https://www.kanjipedia.jp//kotoba/0007383100
驢鳴犬吠,ろめいけんばい,https://www.kanjipedia.jp//kotoba/0007340800
論功行賞,ろんこうこうしょう,https://www.kanjipedia.jp//kotoba/0007395400
論旨明快,ろんしめいかい,https://www.kanjipedia.jp//kotoba/0007396100
矮子看戯,わいしかんぎ,https://www.kanjipedia.jp//kotoba/0007413600
和顔愛語,わがんあいご,https://www.kanjipedia.jp//kotoba/0007402000
和気藹藹,わきあいあい,https://www.kanjipedia.jp//kotoba/0007402200
和敬清寂,わけいせいじゃく,https://www.kanjipedia.jp//kotoba/0007402600
和羹塩梅,わこうあんばい,https://www.kanjipedia.jp//kotoba/0007402900
和光同塵,わこうどうじん,https://www.kanjipedia.jp//kotoba/0007403000
和魂漢才,わこんかんさい,https://www.kanjipedia.jp//kotoba/0007403300
和魂洋才,わこんようさい,https://www.kanjipedia.jp//kotoba/0007403400
和衷協同,わちゅうきょうどう,https://www.kanjipedia.jp//kotoba/0007404800
和風慶雲,わふうけいうん,https://www.kanjipedia.jp//kotoba/0007405200
和洋折衷,わようせっちゅう,https://www.kanjipedia.jp//kotoba/0007405800
